class,type,name,spellID,omniCDDefault,skillCappedDefaults,OmniBar,OmniBarType,WeakAura,WeakAuraType,castTime,range,cooldown,iconUrl,screenshotUrl,description
WARRIOR,offensive,Avatar,107574,1,0,0,,1,Offensives,Instant,0 yards,1.5 minutes,wow-warrior-avatar.png,wow-warrior-avatar.jpg,Transform into a colossus for 20 sec; causing you to deal 20% increased damage and removing all roots and snares.Generates 10 Rage.
WARRIOR,counterCC,Berserker Shout,384100,1,1,0,,0,,Instant,0 yards,1 minute,wow-warrior-berserker-shout.png,wow-warrior-berserker-shout.jpg,Go berserk; removing and granting immunity to Fear; Sap; and Incapacitate effects for 6 sec.Also remove fear effects from group members within 12 yds.
WARRIOR,offensive,Colossus Smash,167105,0,0,0,,1,Offensives,Instant,5 yards,45 seconds,wow-warrior-colossus-smash.png,wow-warrior-colossus-smash.jpg,Smashes the enemy's armor; dealing (306.263% of Attack power) Physical damage; and increasing damage you deal to them by 30% for 10 sec.
WARRIOR,defensive,Die by the Sword,118038,1,1,1,Defensives,0,,Instant,0 yards,2 minutes,wow-warrior-die-by-the-sword.png,wow-warrior-die-by-the-sword.jpg,Increases your parry chance by 100% and reduces all damage you take by 30% for 8 sec.
WARRIOR,defensive,Enraged Regeneration,184364,1,1,1,Defensives,0,,Instant,0 yards,2 minutes,wow-warrior-enraged-regeneration.png,wow-warrior-enraged-regeneration.jpg,Reduces damage taken by 30%; and Bloodthirst restores an additional 20% health. Usable while stunned or incapacitated. Lasts 8 sec.
WARRIOR,counterCC,Intervene,3411,0,1,1,Defensives,0,,Instant,25 yards,1.5 seconds,wow-warrior-intervene.png,wow-warrior-intervene.jpg,Run at high speed toward an ally; intercepting all melee and ranged attacks against them for 6 sec while they remain within 10 yds.
WARRIOR,aoeCC,Intimidating Shout,5246,1,1,1,Crowd Control,0,,Instant,8 yards,1.5 minutes,wow-warrior-intimidating-shout.png,wow-warrior-intimidating-shout.jpg,[Menace: Causes the targeted enemy and up to 5 additional enemies within 8 yards to cower in fear / Causes the targeted enemy to cower in fear; and up to 5 additional enemies within 8 yards to flee.] Targets are disoriented for 8 sec.
WARRIOR,interrupt,Pummel,6552,1,1,1,Interrupts,0,,Instant,5 yards,15 seconds,wow-warrior-pummel.png,wow-warrior-pummel.jpg,Pummels the target; interrupting spellcasting and preventing any spell in that school from being cast for 3 sec.
WARRIOR,raidDefensive,Rallying Cry,97462,1,1,1,Defensives,0,,Instant,0 yards,3 minutes,wow-warrior-rallying-cry.png,wow-warrior-rallying-cry.jpg,Lets loose a rallying cry; granting all party or raid members within 40 yards 10% temporary and maximum health for 10 sec.
WARRIOR,offensive,Recklessness,1719,1,0,0,,1,Offensives,Instant,0 yards,1.5 minutes,wow-warrior-recklessness.png,wow-warrior-recklessness.jpg,Go berserk; increasing all Rage generation by 100% and granting your abilities 20% increased critical strike chance for 12 sec.
WARRIOR,aoeCC,Shockwave,46968,0,1,0,,0,,Instant,0 yards,40 seconds,wow-warrior-shockwave.png,wow-warrior-shockwave.jpg,Sends a wave of force in front of the warrior; causing (75 / 100 * Attack power) damage (based on attack power) and stunning all enemy targets within 10 yards in a frontal cone for 4 sec.
WARRIOR,cc,Storm Bolt,107570,1,1,1,Crowd Control,0,,Instant,20 yards,30 seconds,wow-warrior-storm-bolt.png,wow-warrior-storm-bolt.jpg,Hurls your weapon at an enemy; causing (28.5% of Attack power) Physical damage and stunning for 4 sec.[Storm Bolts: Also hits 2 additional nearby targets; stunning for 2 sec]
WARRIOR,offensive,Thunderous Roar,384318,0,0,0,,1,Offensives,Instant,0 yards,1.5 minutes,wow-warrior-thunderous-roar.png,wow-warrior-thunderous-roar.jpg,Roar explosively; dealing (250.56% of Attack power) Physical damage to enemies within 12 yds and cause them to bleed for (250.56% of Attack power) physical damage over 8 sec. Deals reduced damage beyond 5 targets.
WARRIOR,counterCC,War Banner,236320,0,1,0,,0,,Instant,0 yards,1.5 minutes,wow-warrior-war-banner.png,wow-warrior-war-banner.jpg,You throw down a war banner at your feet; rallying your allies. Increases movement speed by 30% and reduces the duration of all incoming crowd control effects by 50% to all allies within 30 yards of the war banner. Lasts 15 sec.
